"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7696","Search","chromium","Thu Jan 30 01:04:16 GMT 2025","passed","Thu Jan 30 01:04:24 GMT 2025","","test.spec.js","",""
