"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11612","Search","chromium","Sat Jan 25 01:01:59 GMT 2025","passed","Sat Jan 25 01:02:10 GMT 2025","","test.spec.js","",""
